lang,proto,scenario,ms,bytes
Python,REST,N_Plus_One_List,377.6172439993388,15633234
JS,REST,Overfetch_Scenario,7.210016001408803,2533
JS,GraphQL,Overfetch_Scenario,2.3261770002136473,76
Python,REST,Overfetch_Scenario,17.05805399978999,2534
Python,GraphQL,Overfetch_Scenario,3.4276309997949284,76
JS,GraphQL,RealWorld_Complex,5.811306000396144,593
Python,GraphQL,RealWorld_Complex,66.86668699876464,593
JS,REST,RealWorld_Complex,12.743360999593278,4898
Python,REST,RealWorld_Complex,35.6177600006049,4900
JS,GraphQL,N_Plus_One_List,19.561473998692236,2247
Python,GraphQL,N_Plus_One_List,618.821095000385,2247
JS,REST,N_Plus_One_List,218.9205780014163,15633223
Python,REST,N_Plus_One_List,366.95649400098773,15633234
JS,REST,Overfetch_Scenario,7.982151999385678,780
JS,GraphQL,Overfetch_Scenario,2.481969999280409,73
Python,REST,Overfetch_Scenario,17.939213999852655,781
Python,GraphQL,Overfetch_Scenario,3.6145710000710096,73
JS,GraphQL,RealWorld_Complex,5.613735000224551,213
Python,GraphQL,RealWorld_Complex,68.07247500000813,213
JS,REST,RealWorld_Complex,14.93815300091228,1401
Python,REST,RealWorld_Complex,34.560389000034775,1403
JS,GraphQL,N_Plus_One_List,19.088056000327924,2247
Python,GraphQL,N_Plus_One_List,616.9380169994838,2247
JS,REST,N_Plus_One_List,209.65759699902264,15633223
Python,REST,N_Plus_One_List,371.68435999956273,15633234
JS,REST,Overfetch_Scenario,7.348957000431255,2698
JS,GraphQL,Overfetch_Scenario,2.426695999020012,72
Python,REST,Overfetch_Scenario,17.207393000717275,2699
Python,GraphQL,Overfetch_Scenario,3.5492989991325885,72
JS,GraphQL,RealWorld_Complex,4.995768000298995,589
Python,GraphQL,RealWorld_Complex,69.81626199922175,589
JS,REST,RealWorld_Complex,13.604163998024887,5237
Python,REST,RealWorld_Complex,35.65202499885345,5239
JS,GraphQL,N_Plus_One_List,20.07922300072096,2247
Python,GraphQL,N_Plus_One_List,641.8594510014373,2247
JS,REST,N_Plus_One_List,211.6197330014984,15633223
Python,REST,N_Plus_One_List,375.0366700005543,15633234
JS,REST,Overfetch_Scenario,6.779268998798216,851
JS,GraphQL,Overfetch_Scenario,2.471609001077013,81
Python,REST,Overfetch_Scenario,16.79063300070993,852
Python,GraphQL,Overfetch_Scenario,3.126135999991675,81
JS,GraphQL,RealWorld_Complex,4.330432000642759,221
Python,GraphQL,RealWorld_Complex,69.01292699876649,221
JS,REST,RealWorld_Complex,13.46527299938316,1516
Python,REST,RealWorld_Complex,34.75488300136931,1518
JS,GraphQL,N_Plus_One_List,20.432884999536327,2247
Python,GraphQL,N_Plus_One_List,621.3169790007669,2247
JS,REST,N_Plus_One_List,217.17704299953766,15633223
Python,REST,N_Plus_One_List,370.6211480002821,15633234
JS,REST,Overfetch_Scenario,7.485681999241933,2283
JS,GraphQL,Overfetch_Scenario,3.4864209992520045,73
Python,REST,Overfetch_Scenario,17.610959999728948,2284
Python,GraphQL,Overfetch_Scenario,3.7696419985877583,73
JS,GraphQL,RealWorld_Complex,3.8350840004568454,492
Python,GraphQL,RealWorld_Complex,67.93718200060539,492
JS,REST,RealWorld_Complex,13.943539001047611,4415
Python,REST,RealWorld_Complex,34.49205200013239,4417
JS,GraphQL,N_Plus_One_List,18.50496400038537,2247
Python,GraphQL,N_Plus_One_List,629.9759600005927,2247
JS,REST,N_Plus_One_List,219.7933629995532,15633223
Python,REST,N_Plus_One_List,373.3578950013907,15633234
JS,REST,Overfetch_Scenario,7.893126001363271,2815
JS,GraphQL,Overfetch_Scenario,2.3608920000697253,79
Python,REST,Overfetch_Scenario,17.63969299827295,2816
Python,GraphQL,Overfetch_Scenario,3.4435910001775483,79
JS,GraphQL,RealWorld_Complex,4.772299000251223,613
Python,GraphQL,RealWorld_Complex,69.8226140011684,613
JS,REST,RealWorld_Complex,13.178215998777887,5460
Python,REST,RealWorld_Complex,34.531805002188776,5462
JS,GraphQL,N_Plus_One_List,18.95810300084122,2247
Python,GraphQL,N_Plus_One_List,623.223329999746,2247
JS,REST,N_Plus_One_List,208.53781900041213,15633223
Python,REST,N_Plus_One_List,371.5963959984947,15633234
JS,REST,Overfetch_Scenario,7.018767999397824,155
JS,GraphQL,Overfetch_Scenario,2.4221570001827786,72
Python,REST,Overfetch_Scenario,16.67155900031503,156
Python,GraphQL,Overfetch_Scenario,3.560159000699059,72
JS,GraphQL,RealWorld_Complex,4.731363000246347,83
Python,GraphQL,RealWorld_Complex,66.25504100156832,83
JS,REST,RealWorld_Complex,13.219291999121197,157
Python,REST,RealWorld_Complex,33.671253000647994,159
JS,GraphQL,N_Plus_One_List,19.611606998296338,2247
Python,GraphQL,N_Plus_One_List,629.4671169998765,2247
JS,REST,N_Plus_One_List,209.1557269995974,15633223
Python,REST,N_Plus_One_List,371.33370300034585,15633234
JS,REST,Overfetch_Scenario,7.76703900010034,2288
JS,GraphQL,Overfetch_Scenario,2.506955999706406,74
Python,REST,Overfetch_Scenario,16.863869999724557,2289
Python,GraphQL,Overfetch_Scenario,4.602340999554144,74
JS,GraphQL,RealWorld_Complex,4.147158000705531,511
Python,GraphQL,RealWorld_Complex,66.62746899928607,511
JS,REST,RealWorld_Complex,12.487201000112691,4424
Python,REST,RealWorld_Complex,33.93088999837346,4426
JS,GraphQL,N_Plus_One_List,19.253405998824746,2247
Python,GraphQL,N_Plus_One_List,632.154992001233,2247
JS,REST,N_Plus_One_List,211.94226600164257,15633223
Python,REST,N_Plus_One_List,367.7715209996677,15633234
JS,REST,Overfetch_Scenario,6.999020000876044,1149
JS,GraphQL,Overfetch_Scenario,2.3385810000036145,79
Python,REST,Overfetch_Scenario,16.971761999229784,1150
Python,GraphQL,Overfetch_Scenario,3.3724670010997215,79
JS,GraphQL,RealWorld_Complex,4.585358999975142,329
Python,GraphQL,RealWorld_Complex,69.12926500081085,329
JS,REST,RealWorld_Complex,13.52912299989839,2128
Python,REST,RealWorld_Complex,34.815858000001754,2130
JS,GraphQL,N_Plus_One_List,19.39438000044902,2247
